OrderID,CustomerID,OrderDate,TotalAmount,Status,PaymentMethod,ShippingAddress
40,901,2023-10-24 15:16:00,477.69,Cancelled,Debit Card,"883 Main St, Mumbai"
41,764,2023-05-28 13:10:00,387.16,Delivered,Debit Card,"24 Main St, Mumbai"
42,1619,2023-09-16 19:22:00,1378.17,Delivered,Apple Pay,"908 Main St, Tokyo"
43,301,2024-02-26 02:57:00,2250.86,Cancelled,Credit Card,"756 Main St, Mumbai"
44,754,2023-07-09 17:50:00,1746.06,Pending,PayPal,"481 Main St, London"
45,476,2023-02-03 05:55:00,2020.37,Shipped,Credit Card,"57 Main St, London"
46,1671,2023-11-10 08:50:00,923.86,Shipped,Apple Pay,"432 Main St, New York"
47,1066,2023-11-05 00:57:00,2552.59,Pending,Apple Pay,"95 Main St, Tokyo"
48,1334,2023-06-08 08:59:00,4657.92,Delivered,PayPal,"847 Main St, New York"
49,147,2023-08-03 08:59:00,761.72,Cancelled,Debit Card,"491 Main St, New York"
50,58,2023-04-13 02:21:00,2593.61,Cancelled,Credit Card,"385 Main St, Mumbai"
51,865,2023-04-02 01:21:00,2633.41,Shipped,Debit Card,"197 Main St, Mumbai"
52,2482,2023-11-15 15:05:00,1746.12,Pending,PayPal,"688 Main St, Tokyo"
53,362,2023-11-15 14:54:00,91.11,Shipped,Credit Card,"377 Main St, London"
54,1174,2023-03-01 05:29:00,2647.37,Shipped,Debit Card,"123 Main St, London"
55,1226,2023-12-10 07:59:00,4629.88,Cancelled,PayPal,"808 Main St, New York"
56,202,2023-07-26 10:52:00,3865.72,Delivered,Debit Card,"718 Main St, New York"
57,293,2023-09-11 13:00:00,4257.72,Cancelled,Debit Card,"488 Main St, Tokyo"
58,1437,2023-11-23 14:14:00,1588.91,Cancelled,Debit Card,"384 Main St, New York"
59,295,2024-01-21 19:30:00,242.72,Delivered,Credit Card,"29 Main St, London"
60,1416,2023-11-08 21:30:00,2993.04,Pending,Credit Card,"716 Main St, Mumbai"
61,20,2023-01-17 08:03:00,2993.2,Shipped,Credit Card,"216 Main St, London"
62,719,2023-08-20 16:20:00,4008.38,Shipped,Debit Card,"671 Main St, London"
63,833,2023-12-25 21:20:00,1977.67,Shipped,Credit Card,"185 Main St, New York"
64,2134,2024-01-22 17:46:00,626.05,Delivered,Apple Pay,"504 Main St, Mumbai"
65,2063,2024-01-12 01:56:00,189.09,Shipped,Credit Card,"736 Main St, New York"
66,498,2023-05-07 23:33:00,2286.24,Pending,Credit Card,"139 Main St, Tokyo"
67,972,2024-02-28 11:53:00,2499.0,Delivered,Credit Card,"422 Main St, Tokyo"
68,1255,2023-05-05 18:39:00,354.04,Shipped,Debit Card,"475 Main St, Mumbai"
69,1690,2023-09-28 13:36:00,1784.64,Cancelled,Apple Pay,"328 Main St, Los Angeles"
70,1462,2023-11-01 19:33:00,3561.63,Shipped,Credit Card,"358 Main St, Tokyo"
71,1973,2024-02-15 01:57:00,2750.75,Cancelled,Debit Card,"613 Main St, Mumbai"
72,211,2023-02-21 13:39:00,508.81,Shipped,PayPal,"123 Main St, Tokyo"
73,1211,2023-06-18 22:13:00,1692.21,Delivered,PayPal,"52 Main St, London"
74,1564,2024-02-19 06:57:00,414.71,Shipped,Apple Pay,"938 Main St, New York"
75,2093,2023-02-26 19:46:00,1403.63,Shipped,PayPal,"994 Main St, Los Angeles"
76,238,2023-09-15 18:39:00,4035.81,Cancelled,Credit Card,"236 Main St, Los Angeles"
77,1527,2023-08-09 11:17:00,2128.28,Delivered,Debit Card,"763 Main St, Los Angeles"
78,523,2023-03-03 11:09:00,415.97,Delivered,Apple Pay,"238 Main St, Los Angeles"
79,332,2024-01-23 19:48:00,1297.79,Delivered,Apple Pay,"987 Main St, Los Angeles"
80,1889,2024-01-14 23:36:00,3167.14,Cancelled,PayPal,"585 Main St, Mumbai"
81,513,2023-02-05 19:07:00,256.22,Shipped,PayPal,"46 Main St, New York"
82,2000,2024-02-20 21:20:00,3472.19,Shipped,Debit Card,"61 Main St, New York"
83,1188,2023-05-23 05:45:00,718.86,Delivered,PayPal,"8 Main St, London"
84,1945,2023-05-17 02:00:00,2340.2,Cancelled,Apple Pay,"178 Main St, Los Angeles"
85,308,2023-09-23 03:11:00,2064.84,Cancelled,PayPal,"986 Main St, New York"
86,197,2023-10-08 11:55:00,3599.71,Pending,Debit Card,"113 Main St, Los Angeles"
87,712,2023-01-17 12:23:00,3430.0,Shipped,PayPal,"89 Main St, Mumbai"
88,755,2023-12-24 09:45:00,3697.0,Delivered,Apple Pay,"998 Main St, Tokyo"
89,2089,2024-01-27 01:37:00,4849.02,Shipped,Debit Card,"924 Main St, Los Angeles"
90,2272,2023-12-20 12:19:00,2777.41,Shipped,Debit Card,"919 Main St, Tokyo"
91,1905,2023-11-10 14:26:00,1075.33,Cancelled,PayPal,"885 Main St, New York"
92,153,2023-12-29 00:32:00,135.07,Pending,Credit Card,"927 Main St, Mumbai"
93,2063,2023-12-10 07:34:00,2438.49,Cancelled,Apple Pay,"853 Main St, New York"
94,492,2023-01-27 09:08:00,1418.36,Cancelled,Apple Pay,"687 Main St, New York"
95,1097,2023-07-27 12:28:00,2863.43,Shipped,Apple Pay,"223 Main St, Los Angeles"
96,163,2023-01-08 16:16:00,4570.31,Shipped,PayPal,"402 Main St, London"
97,1276,2024-02-29 06:00:00,1607.18,Cancelled,Credit Card,"148 Main St, London"
98,2191,2023-07-10 16:10:00,3232.27,Cancelled,PayPal,"457 Main St, Mumbai"
99,1460,2024-01-06 02:35:00,3441.19,Shipped,PayPal,"959 Main St, Los Angeles"
100,2164,2023-03-01 20:54:00,1862.4,Delivered,PayPal,"426 Main St, Los Angeles"
101,393,2023-04-01 18:07:00,1696.88,Shipped,Apple Pay,"210 Main St, Los Angeles"
102,1565,2023-09-20 23:51:00,1828.03,Pending,Apple Pay,"390 Main St, Mumbai"
103,1637,2023-01-07 19:11:00,1598.69,Delivered,Credit Card,"314 Main St, London"
104,1543,2023-10-04 08:28:00,3498.94,Pending,Credit Card,"748 Main St, London"
105,55,2023-10-16 21:50:00,642.62,Pending,Apple Pay,"605 Main St, New York"
106,1563,2023-10-15 21:06:00,521.58,Pending,Debit Card,"37 Main St, London"
107,745,2023-02-21 09:11:00,2793.53,Delivered,Apple Pay,"18 Main St, London"
108,199,2023-12-26 03:46:00,3175.85,Shipped,Apple Pay,"850 Main St, Los Angeles"
109,2317,2023-08-02 21:30:00,314.88,Pending,PayPal,"442 Main St, London"
110,1670,2023-05-07 17:44:00,2091.48,Delivered,Apple Pay,"886 Main St, Los Angeles"
111,1661,2023-03-17 03:10:00,1497.35,Cancelled,Apple Pay,"74 Main St, London"
112,1602,2023-06-17 21:39:00,4112.39,Shipped,Apple Pay,"263 Main St, Mumbai"
113,664,2024-02-12 05:01:00,2328.46,Pending,PayPal,"153 Main St, Mumbai"
114,676,2023-09-05 19:52:00,465.52,Delivered,Apple Pay,"890 Main St, Tokyo"
115,2409,2023-05-16 13:18:00,3749.06,Pending,Debit Card,"886 Main St, Tokyo"
116,932,2023-12-07 20:50:00,2703.87,Delivered,Debit Card,"477 Main St, Tokyo"
117,2081,2023-01-06 08:09:00,3371.94,Cancelled,Debit Card,"683 Main St, Los Angeles"
118,1615,2023-11-18 21:21:00,2026.26,Delivered,Credit Card,"692 Main St, Los Angeles"
119,588,2023-10-10 11:45:00,2178.84,Delivered,Apple Pay,"654 Main St, Mumbai"
120,249,2024-02-27 21:23:00,1379.03,Shipped,Apple Pay,"736 Main St, Los Angeles"
121,1682,2024-02-27 01:44:00,413.71,Pending,Debit Card,"116 Main St, Mumbai"
122,2277,2023-04-24 13:23:00,3490.24,Pending,Apple Pay,"129 Main St, Mumbai"
123,746,2023-10-18 03:09:00,1565.91,Shipped,PayPal,"210 Main St, London"
124,713,2023-04-08 09:50:00,3985.31,Cancelled,Credit Card,"394 Main St, Mumbai"
125,829,2023-07-05 13:14:00,1691.02,Shipped,Debit Card,"565 Main St, Mumbai"
126,459,2024-02-05 16:00:00,1081.56,Delivered,PayPal,"223 Main St, Tokyo"
127,63,2024-01-30 12:10:00,3364.96,Pending,Credit Card,"980 Main St, Tokyo"
128,1431,2023-04-13 01:17:00,4344.68,Shipped,Debit Card,"934 Main St, London"
129,825,2024-02-26 16:51:00,4404.91,Cancelled,Credit Card,"302 Main St, Los Angeles"
130,1863,2023-06-23 00:24:00,911.19,Delivered,Credit Card,"637 Main St, Tokyo"
131,2459,2023-06-21 18:03:00,2357.74,Shipped,PayPal,"620 Main St, Los Angeles"
132,343,2023-10-30 22:11:00,2954.64,Cancelled,Apple Pay,"790 Main St, New York"
133,270,2023-08-25 19:59:00,4253.06,Shipped,Credit Card,"977 Main St, New York"
134,784,2023-07-25 13:32:00,4700.71,Pending,Apple Pay,"211 Main St, Tokyo"
135,976,2023-03-01 22:37:00,1740.44,Cancelled,Credit Card,"326 Main St, London"
136,1707,2024-01-28 10:53:00,3205.23,Pending,Apple Pay,"246 Main St, Mumbai"
137,1207,2023-02-09 05:56:00,1696.69,Shipped,PayPal,"898 Main St, Los Angeles"
138,2477,2024-01-30 04:02:00,4523.76,Pending,PayPal,"219 Main St, Tokyo"
139,1284,2023-12-29 05:37:00,1301.58,Cancelled,Apple Pay,"27 Main St, Tokyo"
140,1859,2023-12-22 19:36:00,281.91,Delivered,Credit Card,"97 Main St, Tokyo"
141,559,2023-05-04 12:46:00,4442.32,Shipped,PayPal,"461 Main St, Mumbai"
142,627,2023-06-12 02:15:00,975.28,Shipped,Apple Pay,"801 Main St, Mumbai"
143,1728,2023-12-07 17:57:00,732.92,Shipped,Apple Pay,"757 Main St, Tokyo"
144,1820,2023-12-02 22:16:00,4211.11,Pending,PayPal,"754 Main St, London"
145,1800,2023-06-21 19:02:00,2438.42,Pending,Apple Pay,"854 Main St, Tokyo"
146,2016,2023-11-04 12:25:00,1356.77,Shipped,Apple Pay,"421 Main St, Mumbai"
147,1126,2023-06-16 21:41:00,180.32,Delivered,Apple Pay,"863 Main St, Tokyo"
148,810,2023-09-05 08:53:00,1155.78,Pending,Debit Card,"679 Main St, Mumbai"
149,1632,2023-12-29 17:06:00,3101.62,Shipped,Apple Pay,"444 Main St, Tokyo"
150,1064,2023-11-02 19:21:00,1629.34,Cancelled,Debit Card,"864 Main St, London"
151,885,2023-08-11 01:24:00,3287.58,Shipped,PayPal,"578 Main St, Mumbai"
152,1932,2023-11-27 08:46:00,4310.96,Pending,Apple Pay,"698 Main St, Los Angeles"
153,2141,2023-09-26 20:02:00,1182.41,Pending,Apple Pay,"871 Main St, Mumbai"
154,1714,2023-05-23 10:06:00,3662.05,Delivered,PayPal,"745 Main St, London"
155,718,2023-07-05 12:40:00,3537.27,Shipped,PayPal,"336 Main St, London"
156,401,2023-09-03 01:49:00,177.05,Pending,PayPal,"161 Main St, London"
157,260,2024-01-24 07:37:00,3703.42,Pending,Debit Card,"285 Main St, Tokyo"
158,2280,2024-02-24 14:48:00,4023.32,Cancelled,PayPal,"932 Main St, New York"
159,328,2023-01-24 22:02:00,1579.28,Cancelled,Apple Pay,"427 Main St, Tokyo"
160,1931,2023-05-16 22:34:00,1800.84,Pending,Credit Card,"457 Main St, London"
161,392,2023-01-05 14:37:00,3681.27,Shipped,Debit Card,"819 Main St, Los Angeles"
162,980,2023-06-03 17:00:00,205.41,Shipped,Credit Card,"496 Main St, Los Angeles"
163,2337,2023-08-21 00:30:00,215.8,Delivered,Debit Card,"390 Main St, Tokyo"
164,1879,2023-05-15 20:32:00,829.68,Pending,Apple Pay,"889 Main St, Tokyo"
165,614,2023-05-14 12:37:00,252.59,Pending,PayPal,"401 Main St, New York"
166,849,2023-04-18 03:11:00,2079.65,Cancelled,Credit Card,"421 Main St, London"
167,1084,2023-04-27 21:42:00,1148.53,Cancelled,PayPal,"775 Main St, London"
168,2260,2023-03-07 11:04:00,1466.2,Shipped,Credit Card,"676 Main St, Los Angeles"
169,390,2024-02-08 05:37:00,4859.55,Pending,Apple Pay,"746 Main St, New York"
170,1633,2023-05-26 17:20:00,2376.32,Pending,Credit Card,"637 Main St, New York"
171,2400,2023-07-25 02:28:00,566.79,Delivered,Credit Card,"963 Main St, Los Angeles"
172,1897,2023-12-19 10:40:00,3697.59,Pending,Debit Card,"172 Main St, London"
173,812,2023-01-03 12:45:00,3150.44,Shipped,PayPal,"55 Main St, London"
174,1725,2023-06-02 01:03:00,4579.63,Shipped,Debit Card,"615 Main St, New York"
175,1164,2023-07-29 11:28:00,4481.99,Cancelled,Apple Pay,"587 Main St, Los Angeles"
176,126,2023-06-10 03:44:00,1999.96,Delivered,Debit Card,"4 Main St, New York"
177,2141,2023-10-22 01:46:00,4128.2,Pending,Credit Card,"68 Main St, Tokyo"
178,1711,2024-01-16 21:06:00,4157.9,Cancelled,Apple Pay,"993 Main St, Tokyo"
179,562,2023-10-07 21:52:00,765.01,Cancelled,Credit Card,"31 Main St, Mumbai"
180,1818,2023-11-20 04:24:00,758.47,Cancelled,Credit Card,"701 Main St, Tokyo"
181,1564,2023-08-04 15:39:00,710.17,Shipped,Debit Card,"256 Main St, Mumbai"
182,1946,2024-01-31 07:10:00,1459.17,Delivered,Debit Card,"842 Main St, New York"
183,2045,2023-09-08 17:53:00,4403.67,Shipped,Debit Card,"961 Main St, New York"
184,2292,2023-04-23 18:40:00,1218.45,Pending,Apple Pay,"94 Main St, London"
185,2415,2023-09-25 04:09:00,3863.99,Pending,PayPal,"227 Main St, Mumbai"
186,135,2023-08-18 03:55:00,4558.22,Shipped,Apple Pay,"882 Main St, Tokyo"
187,2231,2023-05-30 18:04:00,3332.44,Cancelled,PayPal,"879 Main St, Mumbai"
188,1414,2024-01-14 04:35:00,3795.27,Pending,PayPal,"780 Main St, Tokyo"
189,1829,2023-11-20 05:58:00,223.38,Pending,PayPal,"830 Main St, New York"
190,1573,2023-12-08 12:15:00,3185.64,Pending,Apple Pay,"323 Main St, Tokyo"
191,1724,2023-07-15 01:51:00,667.05,Delivered,Credit Card,"137 Main St, New York"
192,1646,2023-05-19 10:33:00,983.82,Cancelled,Apple Pay,"633 Main St, Los Angeles"
193,163,2023-07-24 00:28:00,1578.2,Cancelled,Apple Pay,"534 Main St, Los Angeles"
194,1953,2023-07-11 13:48:00,2492.62,Cancelled,PayPal,"106 Main St, London"
195,1591,2023-03-01 18:33:00,1238.65,Delivered,Apple Pay,"272 Main St, Mumbai"
196,1982,2023-05-31 06:03:00,690.46,Cancelled,Apple Pay,"983 Main St, London"
197,529,2023-02-19 22:16:00,717.05,Cancelled,PayPal,"128 Main St, Mumbai"
198,1384,2023-09-11 02:11:00,2602.44,Cancelled,Apple Pay,"55 Main St, New York"
199,1519,2024-02-09 20:06:00,1780.76,Cancelled,Credit Card,"168 Main St, Tokyo"
200,504,2023-11-13 07:12:00,1904.66,Shipped,Apple Pay,"933 Main St, Mumbai"
201,755,2023-10-24 11:03:00,1682.54,Shipped,PayPal,"895 Main St, London"
202,303,2023-01-07 14:32:00,2575.17,Cancelled,Apple Pay,"466 Main St, Tokyo"
203,1293,2023-05-11 00:14:00,1064.42,Delivered,Credit Card,"259 Main St, Los Angeles"
204,2197,2024-01-19 04:25:00,2879.52,Delivered,Apple Pay,"77 Main St, Mumbai"
205,768,2024-02-06 09:16:00,2258.54,Shipped,PayPal,"723 Main St, New York"
206,2040,2024-02-19 16:25:00,4575.7,Pending,PayPal,"997 Main St, Mumbai"
207,1469,2023-03-14 18:32:00,1675.77,Shipped,Apple Pay,"316 Main St, Mumbai"
208,440,2023-11-06 16:32:00,3965.23,Delivered,Apple Pay,"5 Main St, Los Angeles"
209,2294,2024-01-16 07:52:00,3657.78,Pending,Debit Card,"630 Main St, Mumbai"
210,632,2024-01-29 11:09:00,2518.45,Pending,PayPal,"225 Main St, New York"
211,1727,2024-02-09 03:56:00,2316.36,Cancelled,Apple Pay,"791 Main St, Los Angeles"
212,1122,2023-12-04 13:07:00,413.34,Pending,Debit Card,"393 Main St, Los Angeles"
213,420,2023-01-20 00:33:00,2450.38,Pending,Apple Pay,"285 Main St, Los Angeles"
214,1028,2023-08-10 09:39:00,786.57,Shipped,Credit Card,"812 Main St, New York"
215,936,2023-02-01 15:28:00,1348.54,Shipped,Credit Card,"99 Main St, Los Angeles"
216,425,2023-11-05 10:50:00,2853.11,Delivered,Credit Card,"640 Main St, London"
217,1328,2024-01-17 19:38:00,4335.9,Shipped,PayPal,"741 Main St, London"
218,1985,2023-08-23 00:02:00,2389.59,Delivered,PayPal,"153 Main St, Los Angeles"
219,2423,2023-04-15 15:10:00,314.24,Shipped,Apple Pay,"756 Main St, New York"
220,2455,2023-08-17 17:11:00,2899.72,Delivered,Apple Pay,"161 Main St, Tokyo"
221,1535,2023-09-29 06:34:00,1073.14,Shipped,Debit Card,"257 Main St, Tokyo"
222,2293,2023-04-18 22:58:00,324.85,Shipped,PayPal,"802 Main St, Los Angeles"
223,199,2023-10-04 21:27:00,1410.2,Shipped,Credit Card,"250 Main St, Los Angeles"
224,1253,2023-06-11 02:13:00,4286.26,Cancelled,Debit Card,"376 Main St, Tokyo"
225,485,2023-02-14 03:25:00,4063.41,Pending,Apple Pay,"468 Main St, Mumbai"
226,194,2023-06-28 17:09:00,563.36,Cancelled,PayPal,"206 Main St, Los Angeles"
227,1215,2023-09-18 12:13:00,4176.66,Shipped,Debit Card,"552 Main St, London"
228,336,2023-05-10 08:13:00,154.1,Pending,Credit Card,"704 Main St, Los Angeles"
229,185,2023-03-03 06:53:00,3037.68,Delivered,Apple Pay,"692 Main St, New York"
230,717,2023-04-09 17:08:00,3712.15,Pending,Apple Pay,"702 Main St, Tokyo"
231,1297,2024-01-27 10:31:00,4008.3,Pending,Apple Pay,"902 Main St, London"
232,50,2023-11-17 18:00:00,2148.14,Shipped,PayPal,"312 Main St, London"
233,2215,2023-12-16 19:38:00,1156.32,Delivered,Credit Card,"246 Main St, New York"
234,1623,2023-08-13 11:05:00,3179.37,Pending,Credit Card,"594 Main St, New York"
235,1157,2023-06-04 08:00:00,1710.06,Pending,Apple Pay,"861 Main St, Mumbai"
236,1030,2023-07-10 22:31:00,2077.08,Pending,PayPal,"159 Main St, Los Angeles"
237,2360,2023-04-25 09:31:00,4774.33,Cancelled,Credit Card,"56 Main St, Tokyo"
238,2232,2023-12-09 17:29:00,880.18,Cancelled,Apple Pay,"27 Main St, Tokyo"
239,647,2023-12-04 01:27:00,3152.67,Delivered,PayPal,"435 Main St, London"
240,1429,2024-01-02 21:22:00,1876.91,Pending,PayPal,"243 Main St, Los Angeles"
241,1697,2023-05-12 02:19:00,4092.97,Cancelled,PayPal,"910 Main St, Tokyo"
242,528,2023-05-19 14:27:00,3196.32,Shipped,PayPal,"455 Main St, Los Angeles"
243,816,2023-03-05 23:45:00,3418.48,Shipped,Apple Pay,"61 Main St, Tokyo"
244,1114,2023-09-20 02:46:00,1083.1,Cancelled,PayPal,"83 Main St, Los Angeles"
245,1449,2024-01-04 00:26:00,897.08,Cancelled,PayPal,"955 Main St, New York"
246,2382,2023-03-14 16:06:00,2034.26,Delivered,Debit Card,"206 Main St, New York"
247,608,2023-12-14 10:48:00,1508.41,Shipped,PayPal,"294 Main St, New York"
248,334,2023-12-08 00:24:00,4910.91,Pending,Debit Card,"245 Main St, Mumbai"
249,1240,2023-02-08 16:09:00,3353.93,Cancelled,Credit Card,"575 Main St, Mumbai"
250,855,2023-05-23 22:22:00,3033.53,Shipped,Apple Pay,"781 Main St, Los Angeles"
251,2229,2024-01-03 05:47:00,2011.74,Shipped,Apple Pay,"497 Main St, Mumbai"
252,1777,2023-12-05 21:02:00,1850.24,Cancelled,Debit Card,"882 Main St, Los Angeles"
253,429,2024-03-01 06:10:00,998.2,Delivered,Debit Card,"146 Main St, London"
254,2018,2023-12-26 16:43:00,4701.22,Delivered,Debit Card,"413 Main St, Mumbai"
255,1995,2023-07-24 13:34:00,1450.22,Delivered,Credit Card,"953 Main St, New York"
256,181,2024-01-11 06:15:00,4606.95,Delivered,Credit Card,"320 Main St, London"
257,744,2023-08-31 02:59:00,3585.51,Cancelled,Credit Card,"171 Main St, Los Angeles"
258,63,2023-06-17 11:39:00,2352.85,Cancelled,Debit Card,"402 Main St, Mumbai"
259,862,2023-09-13 06:38:00,3487.72,Shipped,Credit Card,"627 Main St, Tokyo"
260,1021,2023-06-14 23:54:00,3003.28,Pending,Debit Card,"394 Main St, London"
261,1606,2023-03-11 06:03:00,3790.04,Cancelled,Debit Card,"496 Main St, New York"
262,428,2023-07-27 06:01:00,1140.8,Delivered,PayPal,"314 Main St, Mumbai"
263,2082,2023-09-03 15:44:00,2730.79,Delivered,Apple Pay,"626 Main St, London"
264,2270,2024-02-04 23:56:00,1860.0,Delivered,Credit Card,"778 Main St, London"
265,1502,2023-10-22 00:09:00,4436.42,Cancelled,PayPal,"252 Main St, New York"
266,161,2023-01-26 09:35:00,666.22,Shipped,Credit Card,"305 Main St, New York"
267,1547,2024-02-08 23:51:00,1445.32,Shipped,Debit Card,"665 Main St, Tokyo"
268,25,2023-12-03 16:03:00,2028.7,Shipped,Credit Card,"635 Main St, Los Angeles"
269,837,2023-06-15 06:23:00,2666.61,Pending,PayPal,"147 Main St, London"
270,2449,2023-06-24 14:36:00,3748.63,Cancelled,Apple Pay,"809 Main St, Mumbai"
271,174,2023-04-25 22:16:00,91.37,Delivered,Credit Card,"810 Main St, Los Angeles"
272,1707,2023-06-09 19:31:00,2953.84,Shipped,Debit Card,"682 Main St, Los Angeles"
273,1135,2023-05-30 14:23:00,3817.12,Delivered,Apple Pay,"750 Main St, Los Angeles"
274,79,2023-10-09 08:42:00,2894.76,Pending,Credit Card,"681 Main St, Tokyo"
275,665,2023-03-16 03:35:00,4880.52,Delivered,Credit Card,"622 Main St, Los Angeles"
276,405,2023-11-22 19:34:00,1291.18,Shipped,Debit Card,"529 Main St, Los Angeles"
277,2496,2023-06-05 17:53:00,3876.73,Delivered,PayPal,"104 Main St, Los Angeles"
278,63,2023-12-12 18:03:00,3405.07,Cancelled,Apple Pay,"793 Main St, Mumbai"
279,564,2023-11-18 05:36:00,4403.69,Delivered,Debit Card,"994 Main St, Tokyo"
280,1232,2023-08-03 20:29:00,4130.45,Shipped,Debit Card,"561 Main St, Mumbai"
281,571,2023-05-13 13:25:00,4823.39,Cancelled,PayPal,"256 Main St, New York"
282,2349,2023-05-16 16:21:00,3896.44,Pending,Apple Pay,"825 Main St, Los Angeles"
283,1137,2023-10-07 02:43:00,65.63,Cancelled,Debit Card,"612 Main St, London"
284,2192,2023-08-28 06:12:00,1813.8,Delivered,PayPal,"499 Main St, Mumbai"
285,1896,2024-02-11 17:24:00,4371.05,Cancelled,Debit Card,"153 Main St, Mumbai"
286,1257,2023-08-31 11:44:00,989.78,Delivered,PayPal,"419 Main St, Mumbai"
287,676,2023-11-02 00:59:00,3435.57,Shipped,Debit Card,"954 Main St, London"
288,1180,2023-10-22 05:10:00,2726.09,Delivered,PayPal,"502 Main St, London"
289,1369,2023-06-21 09:49:00,4487.83,Pending,Apple Pay,"947 Main St, Mumbai"
290,2447,2024-01-22 10:23:00,914.13,Delivered,PayPal,"188 Main St, Mumbai"
291,1560,2023-07-13 20:39:00,2158.0,Shipped,Credit Card,"836 Main St, Tokyo"
292,722,2023-09-06 01:03:00,2000.9,Pending,PayPal,"95 Main St, Mumbai"
293,1190,2023-11-02 09:36:00,2745.69,Shipped,PayPal,"432 Main St, New York"
294,1653,2023-05-23 23:50:00,323.13,Shipped,Debit Card,"787 Main St, Los Angeles"
295,490,2023-07-27 15:59:00,1354.38,Delivered,PayPal,"796 Main St, London"
296,94,2023-06-15 05:15:00,4364.58,Delivered,Apple Pay,"294 Main St, New York"
297,54,2023-02-21 05:35:00,4529.9,Pending,Apple Pay,"789 Main St, New York"
298,22,2023-02-04 14:30:00,4820.92,Delivered,Credit Card,"849 Main St, Mumbai"
299,1509,2023-04-16 02:22:00,3691.87,Delivered,Debit Card,"304 Main St, New York"
300,862,2023-04-23 18:25:00,4314.83,Shipped,Debit Card,"920 Main St, Los Angeles"
