CustomerId,Billing Address,Shipping Address
122,"149 Elm St, City 16, USA","345 Main St, City 41, USA"
123,"149 Elm St, City 88, USA","452 Main St, City 93, USA"
124,"15 Elm St, City 67, USA","964 Main St, City 76, USA"
125,"150 Elm St, City 51, USA","255 Main St, City 45, USA"
126,"150 Elm St, City 76, USA","421 Main St, City 77, USA"
127,"150 Elm St, City 81, USA","733 Main St, City 40, USA"
128,"151 Elm St, City 30, USA","258 Main St, City 56, USA"
129,"151 Elm St, City 39, USA","500 Main St, City 97, USA"
130,"152 Elm St, City 43, USA","678 Main St, City 100, USA"
131,"152 Elm St, City 94, USA","264 Main St, City 66, USA"
132,"153 Elm St, City 20, USA","961 Main St, City 62, USA"
133,"154 Elm St, City 14, USA","859 Main St, City 26, USA"
134,"154 Elm St, City 2, USA","626 Main St, City 39, USA"
135,"154 Elm St, City 32, USA","988 Main St, City 72, USA"
136,"154 Elm St, City 69, USA","118 Main St, City 27, USA"
137,"154 Elm St, City 75, USA","542 Main St, City 55, USA"
138,"155 Elm St, City 14, USA","360 Main St, City 70, USA"
139,"155 Elm St, City 24, USA","731 Main St, City 77, USA"
140,"155 Elm St, City 44, USA","376 Main St, City 34, USA"
141,"156 Elm St, City 17, USA","628 Main St, City 43, USA"
142,"156 Elm St, City 49, USA","576 Main St, City 72, USA"
143,"157 Elm St, City 11, USA","488 Main St, City 85, USA"
144,"157 Elm St, City 21, USA","790 Main St, City 1, USA"
145,"157 Elm St, City 42, USA","896 Main St, City 21, USA"
146,"157 Elm St, City 89, USA","344 Main St, City 96, USA"
147,"158 Elm St, City 44, USA","240 Main St, City 30, USA"
148,"158 Elm St, City 48, USA","186 Main St, City 54, USA"
149,"158 Elm St, City 7, USA","164 Main St, City 100, USA"
150,"158 Elm St, City 73, USA","757 Main St, City 84, USA"
151,"158 Elm St, City 93, USA","864 Main St, City 57, USA"
152,"159 Elm St, City 67, USA","751 Main St, City 17, USA"
153,"159 Elm St, City 94, USA","923 Main St, City 77, USA"
154,"159 Elm St, City 98, USA","959 Main St, City 70, USA"
155,"16 Elm St, City 41, USA","360 Main St, City 43, USA"
156,"16 Elm St, City 70, USA","297 Main St, City 76, USA"
157,"16 Elm St, City 79, USA","866 Main St, City 63, USA"
158,"160 Elm St, City 11, USA","907 Main St, City 80, USA"
159,"160 Elm St, City 8, USA","164 Main St, City 92, USA"
160,"161 Elm St, City 22, USA","597 Main St, City 74, USA"
161,"161 Elm St, City 59, USA","884 Main St, City 80, USA"
162,"161 Elm St, City 85, USA","651 Main St, City 16, USA"
163,"163 Elm St, City 7, USA","840 Main St, City 12, USA"
164,"164 Elm St, City 4, USA","631 Main St, City 51, USA"
165,"164 Elm St, City 5, USA","825 Main St, City 55, USA"
166,"164 Elm St, City 88, USA","30 Main St, City 81, USA"
167,"165 Elm St, City 60, USA","520 Main St, City 5, USA"
168,"165 Elm St, City 98, USA","825 Main St, City 70, USA"
169,"167 Elm St, City 61, USA","633 Main St, City 82, USA"
170,"167 Elm St, City 64, USA","612 Main St, City 26, USA"
171,"168 Elm St, City 69, USA","873 Main St, City 38, USA"
172,"168 Elm St, City 7, USA","253 Main St, City 62, USA"
173,"168 Elm St, City 78, USA","492 Main St, City 76, USA"
174,"168 Elm St, City 91, USA","659 Main St, City 72, USA"
175,"169 Elm St, City 20, USA","418 Main St, City 22, USA"
176,"169 Elm St, City 41, USA","555 Main St, City 12, USA"
177,"169 Elm St, City 45, USA","209 Main St, City 9, USA"
178,"169 Elm St, City 86, USA","373 Main St, City 32, USA"
179,"17 Elm St, City 23, USA","625 Main St, City 40, USA"
180,"17 Elm St, City 6, USA","489 Main St, City 70, USA"
181,"17 Elm St, City 74, USA","83 Main St, City 55, USA"
182,"17 Elm St, City 82, USA","238 Main St, City 90, USA"
183,"170 Elm St, City 28, USA","24 Main St, City 67, USA"
184,"170 Elm St, City 6, USA","705 Main St, City 62, USA"
185,"170 Elm St, City 90, USA","414 Main St, City 21, USA"
186,"171 Elm St, City 68, USA","88 Main St, City 66, USA"
187,"171 Elm St, City 73, USA","388 Main St, City 50, USA"
188,"171 Elm St, City 90, USA","377 Main St, City 76, USA"
189,"172 Elm St, City 13, USA","410 Main St, City 65, USA"
190,"172 Elm St, City 18, USA","38 Main St, City 9, USA"
191,"172 Elm St, City 43, USA","144 Main St, City 55, USA"
192,"172 Elm St, City 67, USA","678 Main St, City 78, USA"
193,"172 Elm St, City 71, USA","416 Main St, City 68, USA"
194,"173 Elm St, City 23, USA","635 Main St, City 94, USA"
195,"173 Elm St, City 33, USA","487 Main St, City 37, USA"
196,"174 Elm St, City 28, USA","936 Main St, City 88, USA"
197,"174 Elm St, City 81, USA","818 Main St, City 75, USA"
198,"174 Elm St, City 95, USA","657 Main St, City 3, USA"
199,"175 Elm St, City 17, USA","832 Main St, City 68, USA"
200,"175 Elm St, City 94, USA","248 Main St, City 53, USA"
201,"176 Elm St, City 39, USA","516 Main St, City 99, USA"
202,"176 Elm St, City 49, USA","335 Main St, City 96, USA"
203,"176 Elm St, City 65, USA","486 Main St, City 13, USA"
204,"177 Elm St, City 12, USA","953 Main St, City 95, USA"
205,"177 Elm St, City 47, USA","494 Main St, City 19, USA"
206,"177 Elm St, City 60, USA","317 Main St, City 6, USA"
207,"177 Elm St, City 66, USA","885 Main St, City 99, USA"
208,"177 Elm St, City 77, USA","933 Main St, City 92, USA"
209,"18 Elm St, City 21, USA","662 Main St, City 7, USA"
210,"18 Elm St, City 68, USA","521 Main St, City 25, USA"
211,"18 Elm St, City 9, USA","108 Main St, City 43, USA"
212,"180 Elm St, City 13, USA","488 Main St, City 29, USA"
213,"181 Elm St, City 26, USA","105 Main St, City 29, USA"
214,"181 Elm St, City 47, USA","76 Main St, City 90, USA"
215,"181 Elm St, City 56, USA","948 Main St, City 7, USA"
216,"182 Elm St, City 61, USA","462 Main St, City 1, USA"
217,"182 Elm St, City 67, USA","356 Main St, City 70, USA"
218,"182 Elm St, City 71, USA","426 Main St, City 40, USA"
219,"182 Elm St, City 83, USA","798 Main St, City 36, USA"
220,"183 Elm St, City 10, USA","552 Main St, City 10, USA"
221,"183 Elm St, City 25, USA","35 Main St, City 89, USA"
222,"183 Elm St, City 98, USA","428 Main St, City 39, USA"
223,"184 Elm St, City 79, USA","694 Main St, City 33, USA"
224,"184 Elm St, City 98, USA","451 Main St, City 38, USA"
225,"186 Elm St, City 65, USA","215 Main St, City 46, USA"
226,"186 Elm St, City 83, USA","329 Main St, City 27, USA"
227,"187 Elm St, City 62, USA","729 Main St, City 37, USA"
228,"188 Elm St, City 18, USA","842 Main St, City 84, USA"
229,"188 Elm St, City 3, USA","680 Main St, City 79, USA"
230,"188 Elm St, City 36, USA","284 Main St, City 52, USA"
231,"189 Elm St, City 80, USA","172 Main St, City 65, USA"
232,"19 Elm St, City 24, USA","579 Main St, City 48, USA"
233,"19 Elm St, City 57, USA","837 Main St, City 91, USA"
234,"190 Elm St, City 6, USA","612 Main St, City 1, USA"
235,"190 Elm St, City 84, USA","353 Main St, City 29, USA"
236,"191 Elm St, City 12, USA","654 Main St, City 85, USA"
237,"191 Elm St, City 93, USA","689 Main St, City 77, USA"
238,"191 Elm St, City 98, USA","481 Main St, City 87, USA"
239,"192 Elm St, City 62, USA","258 Main St, City 64, USA"
240,"193 Elm St, City 43, USA","364 Main St, City 82, USA"
241,"193 Elm St, City 89, USA","747 Main St, City 28, USA"
242,"193 Elm St, City 97, USA","784 Main St, City 9, USA"
243,"194 Elm St, City 5, USA","610 Main St, City 59, USA"
244,"194 Elm St, City 66, USA","715 Main St, City 27, USA"
245,"194 Elm St, City 68, USA","643 Main St, City 96, USA"
246,"195 Elm St, City 63, USA","540 Main St, City 77, USA"
247,"195 Elm St, City 77, USA","269 Main St, City 37, USA"
248,"196 Elm St, City 26, USA","967 Main St, City 59, USA"
249,"196 Elm St, City 39, USA","480 Main St, City 72, USA"
250,"196 Elm St, City 5, USA","732 Main St, City 39, USA"
251,"197 Elm St, City 51, USA","775 Main St, City 88, USA"
252,"197 Elm St, City 58, USA","544 Main St, City 23, USA"
253,"197 Elm St, City 61, USA","488 Main St, City 74, USA"
254,"197 Elm St, City 90, USA","610 Main St, City 7, USA"
255,"197 Elm St, City 93, USA","281 Main St, City 94, USA"
256,"198 Elm St, City 78, USA","747 Main St, City 42, USA"
257,"199 Elm St, City 32, USA","7 Main St, City 88, USA"
258,"199 Elm St, City 45, USA","738 Main St, City 79, USA"
259,"199 Elm St, City 59, USA","986 Main St, City 6, USA"
260,"199 Elm St, City 91, USA","22 Main St, City 15, USA"
261,"2 Elm St, City 95, USA","597 Main St, City 84, USA"
262,"20 Elm St, City 68, USA","858 Main St, City 79, USA"
263,"20 Elm St, City 98, USA","51 Main St, City 56, USA"
264,"20 Elm St, City 99, USA","456 Main St, City 73, USA"
265,"200 Elm St, City 18, USA","485 Main St, City 42, USA"
266,"201 Elm St, City 51, USA","74 Main St, City 8, USA"
267,"201 Elm St, City 7, USA","931 Main St, City 53, USA"
268,"201 Elm St, City 74, USA","333 Main St, City 92, USA"
269,"201 Elm St, City 91, USA","648 Main St, City 42, USA"
270,"202 Elm St, City 42, USA","452 Main St, City 71, USA"
271,"202 Elm St, City 67, USA","958 Main St, City 54, USA"
272,"202 Elm St, City 7, USA","484 Main St, City 79, USA"
273,"203 Elm St, City 24, USA","927 Main St, City 58, USA"
274,"203 Elm St, City 64, USA","845 Main St, City 31, USA"
275,"203 Elm St, City 74, USA","54 Main St, City 12, USA"
276,"204 Elm St, City 31, USA","56 Main St, City 30, USA"
277,"204 Elm St, City 45, USA","12 Main St, City 49, USA"
278,"204 Elm St, City 63, USA","973 Main St, City 52, USA"
279,"204 Elm St, City 93, USA","214 Main St, City 3, USA"
280,"205 Elm St, City 44, USA","858 Main St, City 58, USA"
281,"205 Elm St, City 54, USA","888 Main St, City 56, USA"
282,"206 Elm St, City 20, USA","166 Main St, City 83, USA"
283,"206 Elm St, City 58, USA","388 Main St, City 58, USA"
284,"206 Elm St, City 59, USA","257 Main St, City 90, USA"
285,"207 Elm St, City 11, USA","368 Main St, City 43, USA"
286,"207 Elm St, City 72, USA","80 Main St, City 30, USA"
287,"208 Elm St, City 67, USA","65 Main St, City 40, USA"
288,"208 Elm St, City 70, USA","233 Main St, City 44, USA"
289,"208 Elm St, City 71, USA","286 Main St, City 28, USA"
290,"208 Elm St, City 96, USA","690 Main St, City 48, USA"
291,"21 Elm St, City 26, USA","232 Main St, City 44, USA"
292,"210 Elm St, City 18, USA","94 Main St, City 75, USA"
293,"210 Elm St, City 40, USA","614 Main St, City 35, USA"
294,"210 Elm St, City 48, USA","889 Main St, City 53, USA"
295,"210 Elm St, City 81, USA","520 Main St, City 5, USA"
296,"212 Elm St, City 18, USA","889 Main St, City 85, USA"
297,"212 Elm St, City 2, USA","62 Main St, City 8, USA"
298,"212 Elm St, City 75, USA","46 Main St, City 16, USA"
299,"212 Elm St, City 99, USA","157 Main St, City 1, USA"
300,"213 Elm St, City 18, USA","292 Main St, City 33, USA"
301,"213 Elm St, City 50, USA","923 Main St, City 42, USA"
302,"214 Elm St, City 40, USA","325 Main St, City 3, USA"
303,"214 Elm St, City 40, USA","918 Main St, City 62, USA"
304,"214 Elm St, City 64, USA","304 Main St, City 47, USA"
305,"215 Elm St, City 41, USA","457 Main St, City 55, USA"
306,"216 Elm St, City 29, USA","670 Main St, City 17, USA"
307,"217 Elm St, City 16, USA","465 Main St, City 4, USA"
308,"217 Elm St, City 92, USA","806 Main St, City 83, USA"
309,"218 Elm St, City 5, USA","319 Main St, City 22, USA"
310,"218 Elm St, City 61, USA","11 Main St, City 23, USA"
311,"218 Elm St, City 64, USA","300 Main St, City 51, USA"
312,"218 Elm St, City 87, USA","147 Main St, City 20, USA"
313,"219 Elm St, City 42, USA","677 Main St, City 89, USA"
314,"219 Elm St, City 53, USA","619 Main St, City 74, USA"
315,"219 Elm St, City 81, USA","569 Main St, City 36, USA"
316,"22 Elm St, City 100, USA","162 Main St, City 38, USA"
317,"22 Elm St, City 28, USA","576 Main St, City 89, USA"
318,"22 Elm St, City 62, USA","31 Main St, City 53, USA"
319,"22 Elm St, City 66, USA","928 Main St, City 89, USA"
320,"220 Elm St, City 11, USA","985 Main St, City 7, USA"
321,"220 Elm St, City 63, USA","594 Main St, City 70, USA"
322,"220 Elm St, City 67, USA","781 Main St, City 79, USA"
323,"221 Elm St, City 21, USA","313 Main St, City 20, USA"
324,"222 Elm St, City 27, USA","430 Main St, City 83, USA"
325,"222 Elm St, City 99, USA","274 Main St, City 73, USA"
326,"223 Elm St, City 12, USA","346 Main St, City 29, USA"
327,"223 Elm St, City 23, USA","497 Main St, City 83, USA"
328,"223 Elm St, City 29, USA","893 Main St, City 94, USA"
329,"223 Elm St, City 41, USA","339 Main St, City 77, USA"
330,"224 Elm St, City 64, USA","664 Main St, City 58, USA"
331,"224 Elm St, City 90, USA","313 Main St, City 80, USA"
332,"225 Elm St, City 100, USA","289 Main St, City 12, USA"
333,"226 Elm St, City 16, USA","670 Main St, City 51, USA"
334,"226 Elm St, City 21, USA","943 Main St, City 73, USA"
335,"226 Elm St, City 24, USA","379 Main St, City 11, USA"
336,"227 Elm St, City 33, USA","794 Main St, City 12, USA"
337,"227 Elm St, City 80, USA","62 Main St, City 88, USA"
338,"227 Elm St, City 85, USA","534 Main St, City 79, USA"
339,"227 Elm St, City 93, USA","819 Main St, City 42, USA"
340,"228 Elm St, City 4, USA","387 Main St, City 50, USA"
341,"229 Elm St, City 71, USA","464 Main St, City 65, USA"
342,"23 Elm St, City 36, USA","394 Main St, City 90, USA"
343,"23 Elm St, City 46, USA","876 Main St, City 50, USA"
344,"23 Elm St, City 47, USA","837 Main St, City 98, USA"
345,"230 Elm St, City 28, USA","722 Main St, City 81, USA"
346,"230 Elm St, City 35, USA","496 Main St, City 73, USA"
347,"230 Elm St, City 58, USA","338 Main St, City 23, USA"
348,"230 Elm St, City 73, USA","942 Main St, City 12, USA"
349,"231 Elm St, City 72, USA","278 Main St, City 4, USA"
350,"232 Elm St, City 53, USA","534 Main St, City 100, USA"
351,"232 Elm St, City 70, USA","805 Main St, City 36, USA"
352,"232 Elm St, City 76, USA","217 Main St, City 28, USA"
353,"233 Elm St, City 71, USA","921 Main St, City 68, USA"
354,"234 Elm St, City 6, USA","337 Main St, City 68, USA"
355,"236 Elm St, City 15, USA","594 Main St, City 57, USA"
356,"236 Elm St, City 30, USA","756 Main St, City 34, USA"
357,"236 Elm St, City 57, USA","309 Main St, City 85, USA"
358,"236 Elm St, City 73, USA","982 Main St, City 65, USA"
359,"236 Elm St, City 91, USA","847 Main St, City 38, USA"
360,"237 Elm St, City 51, USA","668 Main St, City 50, USA"
361,"237 Elm St, City 73, USA","517 Main St, City 75, USA"
362,"237 Elm St, City 92, USA","869 Main St, City 9, USA"
363,"238 Elm St, City 21, USA","850 Main St, City 92, USA"
364,"238 Elm St, City 64, USA","548 Main St, City 68, USA"
365,"239 Elm St, City 10, USA","689 Main St, City 87, USA"
366,"239 Elm St, City 35, USA","978 Main St, City 79, USA"
367,"239 Elm St, City 76, USA","454 Main St, City 20, USA"
368,"24 Elm St, City 42, USA","402 Main St, City 57, USA"
369,"24 Elm St, City 47, USA","178 Main St, City 92, USA"
370,"24 Elm St, City 93, USA","879 Main St, City 28, USA"
371,"240 Elm St, City 21, USA","11 Main St, City 68, USA"
372,"240 Elm St, City 68, USA","90 Main St, City 83, USA"
373,"241 Elm St, City 1, USA","400 Main St, City 72, USA"
374,"241 Elm St, City 60, USA","904 Main St, City 61, USA"
375,"241 Elm St, City 66, USA","329 Main St, City 99, USA"
376,"241 Elm St, City 74, USA","562 Main St, City 4, USA"
377,"242 Elm St, City 86, USA","894 Main St, City 62, USA"
378,"242 Elm St, City 99, USA","818 Main St, City 81, USA"
379,"243 Elm St, City 15, USA","619 Main St, City 21, USA"
380,"243 Elm St, City 65, USA","312 Main St, City 40, USA"
381,"244 Elm St, City 71, USA","622 Main St, City 60, USA"
382,"245 Elm St, City 81, USA","606 Main St, City 49, USA"
383,"245 Elm St, City 98, USA","304 Main St, City 9, USA"
384,"246 Elm St, City 1, USA","172 Main St, City 50, USA"
385,"246 Elm St, City 16, USA","488 Main St, City 45, USA"
386,"246 Elm St, City 41, USA","877 Main St, City 53, USA"
387,"246 Elm St, City 95, USA","329 Main St, City 8, USA"
388,"248 Elm St, City 31, USA","628 Main St, City 97, USA"
389,"249 Elm St, City 20, USA","233 Main St, City 38, USA"
390,"249 Elm St, City 29, USA","276 Main St, City 40, USA"
391,"249 Elm St, City 70, USA","705 Main St, City 97, USA"
392,"25 Elm St, City 3, USA","916 Main St, City 52, USA"
393,"25 Elm St, City 56, USA","861 Main St, City 33, USA"
394,"251 Elm St, City 93, USA","713 Main St, City 57, USA"
395,"252 Elm St, City 11, USA","594 Main St, City 68, USA"
396,"252 Elm St, City 40, USA","673 Main St, City 17, USA"
397,"252 Elm St, City 73, USA","398 Main St, City 4, USA"
398,"252 Elm St, City 85, USA","688 Main St, City 12, USA"
399,"253 Elm St, City 53, USA","866 Main St, City 76, USA"
400,"253 Elm St, City 61, USA","306 Main St, City 14, USA"
401,"254 Elm St, City 4, USA","94 Main St, City 52, USA"
402,"255 Elm St, City 32, USA","860 Main St, City 3, USA"
403,"255 Elm St, City 41, USA","834 Main St, City 20, USA"
404,"255 Elm St, City 61, USA","212 Main St, City 70, USA"
405,"256 Elm St, City 42, USA","849 Main St, City 19, USA"
406,"256 Elm St, City 62, USA","394 Main St, City 98, USA"
407,"256 Elm St, City 74, USA","387 Main St, City 90, USA"
408,"257 Elm St, City 29, USA","87 Main St, City 53, USA"
409,"257 Elm St, City 57, USA","83 Main St, City 12, USA"
410,"257 Elm St, City 81, USA","376 Main St, City 26, USA"
411,"257 Elm St, City 99, USA","159 Main St, City 94, USA"
412,"258 Elm St, City 15, USA","275 Main St, City 37, USA"
413,"258 Elm St, City 43, USA","176 Main St, City 72, USA"
414,"258 Elm St, City 54, USA","695 Main St, City 43, USA"
415,"258 Elm St, City 59, USA","461 Main St, City 100, USA"
416,"259 Elm St, City 93, USA","963 Main St, City 47, USA"
417,"26 Elm St, City 19, USA","943 Main St, City 60, USA"
418,"26 Elm St, City 31, USA","871 Main St, City 30, USA"
419,"26 Elm St, City 8, USA","63 Main St, City 3, USA"
420,"26 Elm St, City 93, USA","122 Main St, City 32, USA"
421,"261 Elm St, City 51, USA","329 Main St, City 77, USA"
422,"261 Elm St, City 81, USA","242 Main St, City 56, USA"
423,"261 Elm St, City 83, USA","923 Main St, City 57, USA"
424,"261 Elm St, City 94, USA","92 Main St, City 68, USA"
425,"262 Elm St, City 93, USA","404 Main St, City 81, USA"
426,"262 Elm St, City 94, USA","193 Main St, City 24, USA"
427,"262 Elm St, City 99, USA","745 Main St, City 45, USA"
428,"263 Elm St, City 67, USA","357 Main St, City 79, USA"
429,"264 Elm St, City 42, USA","299 Main St, City 33, USA"
430,"264 Elm St, City 69, USA","658 Main St, City 56, USA"
431,"265 Elm St, City 53, USA","301 Main St, City 43, USA"
432,"266 Elm St, City 26, USA","150 Main St, City 61, USA"
433,"266 Elm St, City 99, USA","260 Main St, City 24, USA"
434,"267 Elm St, City 73, USA","200 Main St, City 33, USA"
435,"267 Elm St, City 87, USA","632 Main St, City 79, USA"
436,"267 Elm St, City 90, USA","97 Main St, City 82, USA"
437,"268 Elm St, City 73, USA","345 Main St, City 91, USA"
438,"268 Elm St, City 92, USA","485 Main St, City 57, USA"
439,"269 Elm St, City 16, USA","29 Main St, City 94, USA"
440,"269 Elm St, City 49, USA","142 Main St, City 73, USA"
441,"269 Elm St, City 5, USA","2 Main St, City 58, USA"
442,"269 Elm St, City 52, USA","671 Main St, City 41, USA"
443,"269 Elm St, City 53, USA","687 Main St, City 99, USA"
444,"269 Elm St, City 54, USA","268 Main St, City 75, USA"
445,"269 Elm St, City 77, USA","485 Main St, City 20, USA"
446,"27 Elm St, City 16, USA","798 Main St, City 61, USA"
447,"27 Elm St, City 31, USA","181 Main St, City 39, USA"
448,"27 Elm St, City 35, USA","883 Main St, City 49, USA"
449,"27 Elm St, City 42, USA","988 Main St, City 95, USA"
450,"27 Elm St, City 58, USA","654 Main St, City 63, USA"
