CustomerID,CustomerName,CustomerCategoryName,PrimaryContact,AlternateContact,PhoneNumber,FaxNumber,BuyingGroupName,WebsiteURL,DeliveryMethod,CityName,DeliveryLocation,DeliveryRun,RunPosition
16,"Tailspin Toys (Coney Island, MO)",Novelty Shop,Nitin Matondkar,Joy Dutta,(314) 555-0100,(314) 555-0101,Tailspin Toys,http://www.tailspintoys.com/ConeyIsland,Delivery Van,Coney Island,0xE6100000010C99507754EB4B4240E13087936A5957C0,,
17,"Tailspin Toys (East Fultonham, OH)",Novelty Shop,Adam Kubat,Gulzar Naidu,(216) 555-0100,(216) 555-0101,Tailspin Toys,http://www.tailspintoys.com/EastFultonham,Delivery Van,East Fultonham,0xE6100000010C90F06206CFEC43407E512745D08754C0,,
19,"Tailspin Toys (Lemeta, AK)",Novelty Shop,Mithun Bhattacharya,Sandhya Raju,(907) 555-0100,(907) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Lemeta,Delivery Van,Lemeta,0xE6100000010C4A2943B005375040F74C405D6E7762C0,,
18,"Tailspin Toys (Goffstown, NH)",Novelty Shop,Isabelle Vodlan,Prakash Sarma,(603) 555-0100,(603) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Goffstown,Delivery Van,Goffstown,0xE6100000010CFECE9B2F9B824540EC4B361E6CE651C0,,
20,"Tailspin Toys (College Place, WA)",Novelty Shop,Nghi Hua,Ravindra Parkar,(206) 555-0100,(206) 555-0101,Tailspin Toys,http://www.tailspintoys.com/CollegePlace,Delivery Van,College Place,0xE6100000010CCB4D2F8C4F064740D8BF46EDD9985DC0,,
21,"Tailspin Toys (Tresckow, PA)",Novelty Shop,Duleep Raju,Vlatka Duvnjak,(215) 555-0100,(215) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Tresckow,Delivery Van,Tresckow,0xE6100000010C174449EDEA744440A7A503A3DCFD52C0,,
24,"Tailspin Toys (Dundarrach, NC)",Novelty Shop,Intira Mookjai,Young-Tae Kim,(252) 555-0100,(252) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Dundarrach,Delivery Van,Dundarrach,0xE6100000010C42D2A755F47641404033880FECC953C0,,
22,"Tailspin Toys (Ward Ridge, FL)",Novelty Shop,Cristina Longo,Antonio Lucchese,(239) 555-0100,(239) 555-0101,Tailspin Toys,http://www.tailspintoys.com/WardRidge,Delivery Van,Ward Ridge,0xE6100000010C35FE8EF2DDC93D40766220193C5255C0,,
25,"Tailspin Toys (Avenal, CA)",Novelty Shop,Sulabha Khalsa,Alessandro Milano,(209) 555-0100,(209) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Avenal,Delivery Van,Avenal,0xE6100000010C97D75B1487004240D8124DFB41085EC0,,
23,"Tailspin Toys (Ikatan, AK)",Novelty Shop,Hang Tang,Hong Ang,(907) 555-0100,(907) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Ikatan,Delivery Van,Ikatan,0xE6100000010C0000000000604B4091F8CBDDDD6964C0,,
26,"Tailspin Toys (Hedrick, IA)",Novelty Shop,Dhanishta Majji,Nils Podnieks,(319) 555-0100,(319) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Hedrick,Delivery Van,Hedrick,0xE6100000010C968F49EB14964440D2AB014AC31357C0,,
27,"Tailspin Toys (Bowlus, MN)",Novelty Shop,Paula Gonzales,Chetana Dewangan,(218) 555-0100,(218) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Bowlus,Delivery Van,Bowlus,0xE6100000010CCE829A6BE2E84640EBDC5960349A57C0,,
28,"Tailspin Toys (North Ridge, NY)",Novelty Shop,Tatjana Utjesenovic,Theresa Boose,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/NorthRidge,Delivery Van,North Ridge,0xE6100000010CF1C7A30A359B4540F58D9E11DBB453C0,,
29,"Tailspin Toys (Eulaton, AL)",Novelty Shop,Karel Hanak,Fernanda Fierro,(205) 555-0100,(205) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Eulaton,Delivery Van,Eulaton,0xE6100000010C5E70BCF1A4D24040434B68DC657A55C0,,
33,"Tailspin Toys (Boyden Arbor, SC)",Novelty Shop,Haasini Rai,Viktorie Melicharova,(803) 555-0100,(803) 555-0101,Tailspin Toys,http://www.tailspintoys.com/BoydenArbor,Delivery Van,Boyden Arbor,0xE6100000010CCCD655DC130341406E47DD73853C54C0,,
30,"Tailspin Toys (Koontzville, WA)",Novelty Shop,Odessa Schneider,Konrads Sprogis,(206) 555-0100,(206) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Koontzville,Delivery Van,Koontzville,0xE6100000010C881F52C2020248404F7633A39FBC5DC0,,
31,"Tailspin Toys (Lake Stevens, WA)",Novelty Shop,Kimberly Pace,Shobha Gupta,(206) 555-0100,(206) 555-0101,Tailspin Toys,http://www.tailspintoys.com/LakeStevens,Delivery Van,Lake Stevens,0xE6100000010C151E34BBEE01484061376C5B14845EC0,,
32,"Tailspin Toys (Maypearl, TX)",Novelty Shop,Nikolajs Kalejs,Philippe Lamy,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Maypearl,Delivery Van,Maypearl,0xE6100000010C77CC8AF216284040ECB7C02FBF4058C0,,
35,"Tailspin Toys (Slanesville, WV)",Novelty Shop,Shah Omidi,Chandra Mittal,(304) 555-0100,(304) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Slanesville,Delivery Van,Slanesville,0xE6100000010CD2F01C80C3AF43402FEE505E75A153C0,,
34,"Tailspin Toys (Dallardsville, TX)",Novelty Shop,Anjali Asthana,Hanuman Negi,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Dallardsville,Delivery Van,Dallardsville,0xE6100000010C4ED944C1E7A03E402095078E70A857C0,,
36,"Tailspin Toys (Ekron, KY)",Novelty Shop,Ferhat Celik,Leyla Celik,(270) 555-0100,(270) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Ekron,Delivery Van,Ekron,0xE6100000010CA2E6502BF1F64240677BF4867B8B55C0,,
40,"Tailspin Toys (Impact, TX)",Novelty Shop,Alena Prikrylova,Catina Bojin,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Impact,Delivery Van,Impact,0xE6100000010C14C550F3FA3F404070B6B931BDEF58C0,,
37,"Tailspin Toys (Kerby, OR)",Novelty Shop,Dayarama Kamei,Elisabeth Flamand,(458) 555-0100,(458) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Kerby,Delivery Van,Kerby,0xE6100000010CFFA21529DE18454026AAB706B6E95EC0,,
38,"Tailspin Toys (Airport Drive, MO)",Novelty Shop,Nils Kalnins,Rajiv Kotadia,(314) 555-0100,(314) 555-0101,Tailspin Toys,http://www.tailspintoys.com/AirportDrive,Delivery Van,Airport Drive,0xE6100000010CE6E0E35D3F924240D5D7A9A8B0A057C0,,
39,"Tailspin Toys (Diablock, KY)",Novelty Shop,Ashish Acharya,Filip Sedlar,(270) 555-0100,(270) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Diablock,Delivery Van,Diablock,0xE6100000010C0A7B7F283D9D42402887AAF303CB54C0,,
41,"Tailspin Toys (Olivette, MO)",Novelty Shop,Lana Rozej,Kalpana Mukherjee,(314) 555-0100,(314) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Olivette,Delivery Van,Olivette,0xE6100000010C5C470B8629554340CE5B2B900F9856C0,,
42,"Tailspin Toys (Arietta, NY)",Novelty Shop,Chandrakanta Raut,Ivan Castellanos,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Arietta,Delivery Van,Arietta,0xE6100000010CC3F2E7DB829F4540961F5D1121A152C0,,
43,"Tailspin Toys (Upper Preston, WA)",Novelty Shop,Ganapati Gadiyaram,Parsa Blijleven,(206) 555-0100,(206) 555-0101,Tailspin Toys,http://www.tailspintoys.com/UpperPreston,Delivery Van,Upper Preston,0xE6100000010CE0D2D62DA7C04740FB96395D167A5EC0,,
44,"Tailspin Toys (Amanda Park, WA)",Novelty Shop,Adrijana Blagojevic,Lina Martins,(206) 555-0100,(206) 555-0101,Tailspin Toys,http://www.tailspintoys.com/AmandaPark,Delivery Van,Amanda Park,0xE6100000010C22F4D83B48BB474086B82869B4F85EC0,,
48,"Tailspin Toys (Trentwood, WA)",Novelty Shop,Daniela Barrios,Daina Celma,(206) 555-0100,(206) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Trentwood,Delivery Van,Trentwood,0xE6100000010C9E503EF328D94740678CC5257D4D5DC0,,
45,"Tailspin Toys (Severna Park, MD)",Novelty Shop,Lap Dinh,August Astrom,(240) 555-0100,(240) 555-0101,Tailspin Toys,http://www.tailspintoys.com/SevernaPark,Delivery Van,Severna Park,0xE6100000010CF303577902894340437C163AE52253C0,,
46,"Tailspin Toys (Jemison, AL)",Novelty Shop,Didem ozCelik,Krista Andrejev,(205) 555-0100,(205) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Jemison,Delivery Van,Jemison,0xE6100000010CE9DC4834DC7A4040221F4F26C9AF55C0,,
51,"Tailspin Toys (Imlaystown, NJ)",Novelty Shop,Dipali Sonkar,Mariana Apodaca,(201) 555-0100,(201) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Imlaystown,Delivery Van,Imlaystown,0xE6100000010CA7F6D84C74154440B73BB544F8A052C0,,
52,"Tailspin Toys (Idria, CA)",Novelty Shop,Bansidhar Mitra,Liia Mae,(209) 555-0100,(209) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Idria,Delivery Van,Idria,0xE6100000010CFA168C005D35424003BD265A282B5EC0,,
49,"Tailspin Toys (Muir, MI)",Novelty Shop,Julia Slobodova,Raimonds Kalnins,(231) 555-0100,(231) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Muir,Delivery Van,Muir,0xE6100000010CF858558A787F454000FCF8F0513C55C0,,
50,"Tailspin Toys (Hambleton, WV)",Novelty Shop,Marcela Jankova,Predrag Stojanovic,(304) 555-0100,(304) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Hambleton,Delivery Van,Hambleton,0xE6100000010CE88C83A6808A43402C76453A4DE953C0,,
47,"Tailspin Toys (Lake Hughes, CA)",Novelty Shop,Serhat Akbulut,Nadja Johansson,(209) 555-0100,(209) 555-0101,Tailspin Toys,http://www.tailspintoys.com/LakeHughes,Delivery Van,Lake Hughes,0xE6100000010CB759619FA556414000FD63C6809C5DC0,,
55,"Tailspin Toys (Gum Branch, GA)",Novelty Shop,Bharat Sikdar,Alain Aupry,(229) 555-0100,(229) 555-0101,Tailspin Toys,http://www.tailspintoys.com/GumBranch,Delivery Van,Gum Branch,0xE6100000010CDE53DE33B7DB3F408D38AE90836E54C0,,
57,"Tailspin Toys (Lakemore, OH)",Novelty Shop,Aile Mae,Margherita Lucchesi,(216) 555-0100,(216) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Lakemore,Delivery Van,Lakemore,0xE6100000010CCB69AA82AC82444007753689E65B54C0,,
53,"Tailspin Toys (Nanafalia, AL)",Novelty Shop,Gunnar Persson,Parvati Modi,(205) 555-0100,(205) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Nanafalia,Delivery Van,Nanafalia,0xE6100000010C5F306E59740E40400BAC2D863CFF55C0,,
54,"Tailspin Toys (Railroad, PA)",Novelty Shop,Vitezslav Rehak,Parsa Van Vossen,(215) 555-0100,(215) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Railroad,Delivery Van,Railroad,0xE6100000010C5376FA415DE14340BD080907B12C53C0,,
56,"Tailspin Toys (Royal City, WA)",Novelty Shop,Juan Bezanson,Ruby Charlton,(206) 555-0100,(206) 555-0101,Tailspin Toys,http://www.tailspintoys.com/RoyalCity,Delivery Van,Royal City,0xE6100000010C4116FDFC527347404E49319B5BE85DC0,,
58,"Tailspin Toys (Mappsburg, VA)",Novelty Shop,Pratap Varghese,Marcel Marquis,(276) 555-0100,(276) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Mappsburg,Delivery Van,Mappsburg,0xE6100000010C79C9FFE4EFC94240656B22D8DDF052C0,,
59,"Tailspin Toys (Edgartown, MA)",Novelty Shop,Margita Kopecka,Mirjam Johansson,(339) 555-0100,(339) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Edgartown,Delivery Van,Edgartown,0xE6100000010CAAFC21ECCAB14440FB647BE3DAA051C0,,
60,"Tailspin Toys (East Dailey, WV)",Novelty Shop,Lekha Mitra,Seeta Bose,(304) 555-0100,(304) 555-0101,Tailspin Toys,http://www.tailspintoys.com/EastDailey,Delivery Van,East Dailey,0xE6100000010C4A9E46B5E3634340273FF38304F953C0,,
61,"Tailspin Toys (Fairfield Glade, TN)",Novelty Shop,Abhoy PrabhupÄda,Seok-Ho Jeon,(423) 555-0100,(423) 555-0101,Tailspin Toys,http://www.tailspintoys.com/FairfieldGlade,Delivery Van,Fairfield Glade,0xE6100000010C53910A630B004240CB694FC9B93855C0,,
62,"Tailspin Toys (Great Neck Estates, NY)",Novelty Shop,Alida Caune,Indiana Fritzsche,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/GreatNeckEstates,Delivery Van,Great Neck Estates,0xE6100000010CB77988EBBD644440E68F0EB4276F52C0,,
65,"Tailspin Toys (North Cowden, TX)",Novelty Shop,Hanuman Dubey,Paola Loggia,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/NorthCowden,Delivery Van,North Cowden,0xE6100000010C48652F8095004040525040C9D3A059C0,,
66,"Tailspin Toys (Madaket, MA)",Novelty Shop,Bao Dao,Viljo Lampsa,(339) 555-0100,(339) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Madaket,Delivery Van,Madaket,0xE6100000010C15C20F73EEA2444048CD0D3CAD8C51C0,,
64,"Tailspin Toys (Hodgdon, ME)",Novelty Shop,Rohana Kaskar,Grieta Kalnina,(207) 555-0100,(207) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Hodgdon,Delivery Van,Hodgdon,0xE6100000010CFBACD799E7064740993CAFC277F750C0,,
67,"Tailspin Toys (Sentinel Butte, ND)",Novelty Shop,Preyakshna Aluri,Chandan Raut,(701) 555-0100,(701) 555-0101,Tailspin Toys,http://www.tailspintoys.com/SentinelButte,Delivery Van,Sentinel Butte,0xE6100000010C06F126648C75474006627E13AFF559C0,,
70,"Tailspin Toys (New Baden, IL)",Novelty Shop,Mariana Fierro,Ivana Kozakova,(217) 555-0100,(217) 555-0101,Tailspin Toys,http://www.tailspintoys.com/NewBaden,Delivery Van,New Baden,0xE6100000010CCCE1A47A7C444340869CAD72D76C56C0,,
63,"Tailspin Toys (Stallion Springs, CA)",Novelty Shop,Agnes Szolosy,Yu-jin Jee,(209) 555-0100,(209) 555-0101,Tailspin Toys,http://www.tailspintoys.com/StallionSprings,Delivery Van,Stallion Springs,0xE6100000010CC3C9479C5F8B4140A22CD73620A95DC0,,
68,"Tailspin Toys (Gardere, LA)",Novelty Shop,Valentina Conti,Narayan Mukherjee,(225) 555-0100,(225) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Gardere,Delivery Van,Gardere,0xE6100000010C70229FFC82583E40581F0F7DF7C856C0,,
69,"Tailspin Toys (Lytle Creek, CA)",Novelty Shop,Theodore Saucier,Chaowalit Pornpipatpong,(209) 555-0100,(209) 555-0101,Tailspin Toys,http://www.tailspintoys.com/LytleCreek,Delivery Van,Lytle Creek,0xE6100000010CA20106932C214140D694BFD600605DC0,,
71,"Tailspin Toys (Good Hart, MI)",Novelty Shop,Afshin Djalili,Vaclav Holy,(231) 555-0100,(231) 555-0101,Tailspin Toys,http://www.tailspintoys.com/GoodHart,Delivery Van,Good Hart,0xE6100000010C57A4D3049BC84640B1A547533D4755C0,,
73,"Tailspin Toys (Cokato, MN)",Novelty Shop,Koknesis Vitols,Malle Sepp,(218) 555-0100,(218) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Cokato,Delivery Van,Cokato,0xE6100000010C86D2CDB4B38946406E5974A1288C57C0,,
72,"Tailspin Toys (Cortaro, AZ)",Novelty Shop,Bianh Phan,Kanti Pipalia,(480) 555-0100,(480) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Cortaro,Delivery Van,Cortaro,0xE6100000010C89AAA976972D40405057D2E5A8C55BC0,,
75,"Tailspin Toys (Windsor Locks, CT)",Novelty Shop,Vlasta Srbova,Gadhar Ghosh,(203) 555-0100,(203) 555-0101,Tailspin Toys,http://www.tailspintoys.com/WindsorLocks,Delivery Van,Windsor Locks,0xE6100000010C3DED951EF2F644400498E8E2252852C0,,
78,"Tailspin Toys (Sekiu, WA)",Novelty Shop,Duleep Walia,Satish Gill,(206) 555-0100,(206) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Sekiu,Delivery Van,Sekiu,0xE6100000010CEA20AF0793214840A57334FD48135FC0,,
74,"Tailspin Toys (Indios, PR)",Novelty Shop,Roxane Rastgu,Hue Chu,(787) 555-0100,(787) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Indios,Delivery Van,Indios,0xE6100000010C30E35C797FFE31401AEFD81970B450C0,,
76,"Tailspin Toys (Yewed, OK)",Novelty Shop,Lata Babu,Chandra De,(405) 555-0100,(405) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Yewed,Delivery Van,Yewed,0xE6100000010C7388866DD55742408F2CD056C49B58C0,,
77,"Tailspin Toys (Hahira, GA)",Novelty Shop,Airi Vassiljev,Hoang La,(229) 555-0100,(229) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Hahira,Delivery Van,Hahira,0xE6100000010CC4509841C6FD3E40FCC6D79ED9D754C0,,
79,"Tailspin Toys (Page City, KS)",Novelty Shop,Matyas Macek,Ethan Hopkins,(316) 555-0100,(316) 555-0101,Tailspin Toys,http://www.tailspintoys.com/PageCity,Delivery Van,Page City,0xE6100000010C97FCF4447C8B4340D1DF956E5C4959C0,,
81,"Tailspin Toys (Big Moose, NY)",Novelty Shop,Vera Kubatova,Diego Almeida,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/BigMoose,Delivery Van,Big Moose,0xE6100000010CB5C93C4DC1E8454074C23A4492BA52C0,,
80,"Tailspin Toys (Valdese, NC)",Novelty Shop,Bharat Ankitham,Be Phan,(252) 555-0100,(252) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Valdese,Delivery Van,Valdese,0xE6100000010CC64BDCCFCEDE41409B711AA20A6454C0,,
82,"Tailspin Toys (La Cueva, NM)",Novelty Shop,Rakesh Nishad,Huu Hoa,(505) 555-0100,(505) 555-0101,Tailspin Toys,http://www.tailspintoys.com/LaCueva,Delivery Van,La Cueva,0xE6100000010C66BD18CA89F84140B4D8DC87F24F5AC0,,
83,"Tailspin Toys (Absecon, NJ)",Novelty Shop,Sang Tran,Bela Nemeth,(201) 555-0100,(201) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Absecon,Delivery Van,Absecon,0xE6100000010C0F3B9D75D7B643403C985EACB99F52C0,,
84,"Tailspin Toys (Aceitunas, PR)",Novelty Shop,Eekalabya Bose,Margherita Bucco,(787) 555-0100,(787) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Aceitunas,Delivery Van,Aceitunas,0xE6100000010CC786C9AF7A713240391B3C5D27C450C0,,
86,"Tailspin Toys (New Lexington, OH)",Novelty Shop,Andrea Ricci,Chung-Ho Han,(216) 555-0100,(216) 555-0101,Tailspin Toys,http://www.tailspintoys.com/NewLexington,Delivery Van,New Lexington,0xE6100000010C449CF3F862DB4340A35698BE578D54C0,,
85,"Tailspin Toys (Andrix, CO)",Novelty Shop,Tommy Kilpi,Giri Bhamidipati,(303) 555-0100,(303) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Andrix,Delivery Van,Andrix,0xE6100000010C183B866CC5A342403F24326255CC59C0,,
87,"Tailspin Toys (Sauquoit, NY)",Novelty Shop,Isabell  Duperre,Jasna Vujica,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Sauquoit,Delivery Van,Sauquoit,0xE6100000010C897956D28A804540424C78F8A1D052C0,,
88,"Tailspin Toys (Dracut, MA)",Novelty Shop,Amarendra Ankitham,Isak Berggren,(339) 555-0100,(339) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Dracut,Delivery Van,Dracut,0xE6100000010C8A613DA4CE554540344E9E0D54D351C0,,
89,"Tailspin Toys (Victory Gardens, NJ)",Novelty Shop,Aakarsha Nookala,Ilgonis Rozitis,(201) 555-0100,(201) 555-0101,Tailspin Toys,http://www.tailspintoys.com/VictoryGardens,Delivery Van,Victory Gardens,0xE6100000010C7380608E1E7044402001ED58B6A252C0,,
90,"Tailspin Toys (Tolna, ND)",Novelty Shop,Stanislav Sedlar,Telma Arvidsson,(701) 555-0100,(701) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Tolna,Delivery Van,Tolna,0xE6100000010C2D8BD35AE2E9474014DA28A12A9C58C0,,
91,"Tailspin Toys (Alstead, NH)",Novelty Shop,GokCe Karaca,Maria Munteanu,(603) 555-0100,(603) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Alstead,Delivery Van,Alstead,0xE6100000010C625AE55311934540CC01CCC6141752C0,,
92,"Tailspin Toys (Sans Souci, SC)",Novelty Shop,Coralie Emond,Cong Trung,(803) 555-0100,(803) 555-0101,Tailspin Toys,http://www.tailspintoys.com/SansSouci,Delivery Van,Sans Souci,0xE6100000010C5EA8B2DE5E7041406508B600239B54C0,,
93,"Tailspin Toys (Clewiston, FL)",Novelty Shop,Karina Celmina,Nik Stoimenova,(239) 555-0100,(239) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Clewiston,Delivery Van,Clewiston,0xE6100000010C729FC14B15C13A4050A50B56C13B54C0,,
94,"Tailspin Toys (Cheyenne Wells, CO)",Novelty Shop,Teresa Pisani,Murugan Thakur,(303) 555-0100,(303) 555-0101,Tailspin Toys,http://www.tailspintoys.com/CheyenneWells,Delivery Van,Cheyenne Wells,0xE6100000010C1DCC8179236943409301A08A9B9659C0,,
98,"Tailspin Toys (El Centro, CA)",Novelty Shop,Timea Peto,Amanat Shaker Doust,(209) 555-0100,(209) 555-0101,Tailspin Toys,http://www.tailspintoys.com/ElCentro,Delivery Van,El Centro,0xE6100000010C4C37894160654040E43DBD0809E45CC0,,
95,"Tailspin Toys (Lavon, TX)",Novelty Shop,Alba Ponce,Antra Dzene,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Lavon,Delivery Van,Lavon,0xE6100000010C841E7B0789834040B7DE2527C91B58C0,,
96,"Tailspin Toys (South La Paloma, TX)",Novelty Shop,Piper Leigh,Jautrite Krievina,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/SouthLaPaloma,Delivery Van,South La Paloma,0xE6100000010CF7FCD58805E53B400E750E54FC7D58C0,,
97,"Tailspin Toys (Manchester Center, VT)",Novelty Shop,Karie Seymour,Lorenzo Lee,(802) 555-0100,(802) 555-0101,Tailspin Toys,http://www.tailspintoys.com/ManchesterCenter,Delivery Van,Manchester Center,0xE6100000010CF1DB6B9CA8964540AB9102B0A64352C0,,
